cohort,data_type,field_name,description,category,units,loinc_code,loinc_name,confidence_score,query_source,llm_reasoning,num_queries,top_5_loinc
arivale,questionnaires,assessment:health-history:gout:siblings,Health History Old - Assessment:Health-History:Gout:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field asks about gout history in siblings, which is family member disease history. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it specifically captures disease history for family members. While 54114-4 is more general family health history, 54116-9 is more precise for disease-specific queries like gout in siblings.",5,"['54114-4', '54116-9', '78924-8', '54126-8', '10157-6']"
arivale,questionnaires,assessment:health-history:gynecological_endometriosis:siblings,Health History Old - Assessment:Health-History:Gynecological Endometriosis:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.75,exact_description,"This LOINC code captures family member disease history, which aligns with collecting information about endometriosis in siblings. While not specific to gynecological conditions, it's the most appropriate general family disease history code available.",5,"['54117-7', '49033-4', '54114-4', '56833-7', '54116-9']"
arivale,questionnaires,assessment:health-history:hepatitis_c:siblings,Health History Old - Assessment:Health-History:Hepatitis C:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This USSG Family Health Tree code specifically captures history of diseases in family members, which perfectly matches the semantic intent of collecting hepatitis C history in siblings. It's designed for structured family history data collection.",5,"['54114-4', '63783-5', '54117-7', '54116-9', '63779-3']"
arivale,questionnaires,assessment:health-history:hepatitis_other:siblings,Health History Old - Assessment:Health-History:Hepatitis Other:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field asks about hepatitis (a disease) in siblings (family members). LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most semantically appropriate as it specifically captures disease history in family members, which perfectly matches the intent of collecting hepatitis history from siblings.",5,"['54114-4', '54117-7', '54116-9', '54137-5', '11348-0']"
arivale,questionnaires,assessment:health-history:high_cholesterol:siblings,Health History Old - Assessment:Health-History:High Cholesterol:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This code 'History of diseases Family member [USSG-FHT]' is the most appropriate as it specifically captures family member disease history using the standardized US Surgeon General Family Health Tool (USSG-FHT) format. The field is asking about high cholesterol (hyperlipidemia) in siblings, which fits perfectly with this family member health history code. While 88655-6 covers hyperlipidemia, it's for patient history rather than family history.",5,"['88655-6', '10157-6', '97062-4', '54114-4', '54116-9']"
arivale,questionnaires,assessment:health-history:seizure:siblings,Health History Old - Assessment:Health-History:Seizure:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field asks about seizure history in siblings, which is family member health history. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it captures disease history for family members. While 10157-6 is also family-related, 54116-9 is more specific to disease history and uses the standardized USSG-FHT (US Surgeon General Family Health Tool) format.",5,"['11348-0', '99313-9', '54114-4', '75283-2', '54117-7']"
arivale,questionnaires,assessment:health-history:thyroid_nodule:siblings,Health History Old - Assessment:Health-History:Thyroid Nodule:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field collects family health history about thyroid nodules in siblings. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is specifically designed for capturing disease history information about family members, which directly matches the semantic intent of this questionnaire field.",5,"['85110-5', '54114-4', '57705-6', '54116-9', '21850-3']"
arivale,questionnaires,assessment:health-history:arthritis_osteoarthritis:maternal,Health History Old - Assessment:Health-History:Arthritis Osteoarthritis:Maternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This code specifically captures 'History of diseases Family member' from USSG-FHT, which directly matches the maternal arthritis/osteoarthritis history being collected. The system 'Family member' aligns perfectly with the maternal aspect, and 'diseases' encompasses arthritis/osteoarthritis conditions.",5,"['85407-5', '54126-8', '54114-4', '11348-0', '85867-0']"
arivale,questionnaires,assessment:health-history:emphysema:maternal,Health History Old - Assessment:Health-History:Emphysema:Maternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures emphysema history in the patient's mother, which is family member disease history. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' specifically addresses diseases in family members, making it the most appropriate match for maternal emphysema history.",5,"['11348-0', '54140-9', '54126-8', '11349-8', '85867-0']"
arivale,questionnaires,assessment:health-history:gout:maternal,Health History Old - Assessment:Health-History:Gout:Maternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"The field 'assessment:health-history:gout:maternal' specifically asks about maternal history of gout. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' with system '^Family member' is the most appropriate match as it captures family member disease history, which aligns with asking about maternal (family member) gout history. While 78924-8 covers hyperuricemia (related to gout), it's for patient history not family history.",5,"['54126-8', '78924-8', '54114-4', '11348-0', '54140-9']"
arivale,questionnaires,assessment:health-history:gynecological_fibroids:maternal,Health History Old - Assessment:Health-History:Gynecological Fibroids:Maternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures maternal (mother's) history of gynecological fibroids, which is family history data. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is specifically designed for family member disease history, making it the most appropriate match for maternal health conditions.",5,"['54140-9', '10162-6', '85867-0', '56833-7', '49033-4']"
arivale,questionnaires,assessment:health-history:hepatitis_a:maternal,Health History Old - Assessment:Health-History:Hepatitis A:Maternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"The field captures maternal hepatitis A history as part of family health history. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' with system '^Family member' is the most appropriate match as it specifically addresses family member disease history, which aligns with capturing maternal (family member) hepatitis A history.",5,"['11348-0', '55264-6', '11349-8', '54114-4', '92890-3']"
arivale,questionnaires,assessment:health-history:diverticulosis:paternal,Health History Old - Assessment:Health-History:Diverticulosis:Paternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures paternal history of diverticulosis, which is family history information. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it specifically covers family member disease history with the correct system (^Family member). While 80901-2 mentions 'Paternal information', it's too broad as a narrative field. 54116-9 is structured for specific disease history documentation in family members, which aligns perfectly with tracking paternal diverticulosis history.",5,"['80901-2', '49033-4', '54116-9', '86878-6', '96905-5']"
arivale,questionnaires,assessment:health-history:hepatitis_a:paternal,Health History Old - Assessment:Health-History:Hepatitis A:Paternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,This code specifically captures 'History of diseases Family member' which directly matches the field's purpose of collecting paternal hepatitis A history. The USSG-FHT (US Surgeon General Family Health Tool) framework is designed for family health history collection.,5,"['55264-6', '53776-1', '51661-7', '54114-4', '54116-9']"
arivale,questionnaires,assessment:health-history:hip_fracture:paternal,Health History Old - Assessment:Health-History:Hip Fracture:Paternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This LOINC code specifically captures family member disease history using the USSG Family Health Tree framework, which is appropriate for documenting paternal hip fracture history. Hip fracture qualifies as a disease/condition history in family members.",5,"['80901-2', '54114-4', '11322-5', '90266-8', '54126-8']"
arivale,questionnaires,assessment:health-history:migraine:paternal,Health History Old - Assessment:Health-History:Migraine:Paternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This LOINC code is specifically designed for capturing disease history in family members as part of the USSG Family Health Tool, which directly matches the purpose of recording paternal migraine history.",5,"['85112-1', '85118-8', '85009-9', '85106-3', '54116-9']"
arivale,questionnaires,assessment:health-history:pneumonia:paternal,Health History Old - Assessment:Health-History:Pneumonia:Paternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures paternal pneumonia history as part of family health history. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it specifically covers disease history for family members (including paternal), which directly aligns with collecting pneumonia history about the patient's father. The USSG-FHT (US Surgeon General Family Health Tool) context makes this particularly suitable for structured family health history collection.",5,"['80901-2', '54114-4', '54116-9', '54117-7', '54140-9']"
arivale,questionnaires,assessment:health-history:thyroid_nodule:paternal,Health History Old - Assessment:Health-History:Thyroid Nodule:Paternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This code specifically captures history of diseases in family members using the USSG Family Health Tree standard, which directly matches the field's purpose of recording paternal thyroid nodule history.",5,"['85106-3', '85110-5', '85011-5', '85112-1', '85118-8']"
arivale,questionnaires,assessment:health-history:thyroid_overactive:paternal,Health History Old - Assessment:Health-History:Thyroid Overactive:Paternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.75,exact_description,"This USSG-FHT code for family member disease history is the most appropriate match for capturing paternal thyroid overactivity history, though it's generic rather than thyroid-specific.",5,"['85112-1', '85123-8', '85111-3', '85124-6', '57705-6']"
arivale,questionnaires,assessment:health-history:blood_clot_leg:grandparent,Health History Old - Assessment:Health-History:Blood Clot Leg:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.75,exact_description,"This USSG-FHT code for family member disease history is the most appropriate for capturing grandparent blood clot history. While not specific to thrombotic disorders, it's designed for structured family history collection and would encompass clotting conditions in family members.",5,"['54117-7', '54116-9', '75283-2', '54114-4', '54137-5']"
arivale,questionnaires,assessment:health-history:breast_lump:grandparent,Health History Old - Assessment:Health-History:Breast Lump:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.75,exact_description,"Best match for family member disease history. While not breast-specific, it appropriately captures health history information about family members (grandparents), which is the primary focus of this questionnaire field.",5,"['54114-4', '54116-9', '21850-3', '54117-7', '79742-3']"
arivale,questionnaires,assessment:health-history:celiac:grandparent,Health History Old - Assessment:Health-History:Celiac:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field specifically asks about celiac disease in grandparents, which is clearly family history. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' with system '^Family member' is the most appropriate match as it covers disease history in family members (grandparents are family members) and aligns perfectly with the semantic meaning of tracking celiac disease in grandparents.",5,"['75283-2', '54117-7', '54116-9', '54114-4', '54137-5']"
arivale,questionnaires,assessment:health-history:diverticulosis:grandparent,Health History Old - Assessment:Health-History:Diverticulosis:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures structured family history data about diverticulosis in grandparents. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is specifically designed for structured family disease history collection, making it the most appropriate match for questionnaire-based family health history data.",5,"['10157-6', '11322-5', '54116-9', '8670-2', '86256-5']"
arivale,questionnaires,assessment:health-history:fibromyalgia:grandparent,Health History Old - Assessment:Health-History:Fibromyalgia:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,This code specifically captures 'History of diseases Family member' which directly matches the semantic intent of asking about fibromyalgia in grandparents. The system '^Family member' and USSG-FHT context align perfectly with family health history assessment.,5,"['71007-9', '70726-5', '71151-5', '54114-4', '76441-5']"
arivale,questionnaires,assessment:health-history:gout:grandparent,Health History Old - Assessment:Health-History:Gout:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.75,exact_description,"Best match for family history of diseases with proper Family member system context. While not gout-specific, it appropriately captures family disease history which can be specified in the response value.",5,"['54114-4', '78924-8', '54116-9', '54126-8', '10157-6']"
arivale,questionnaires,assessment:health-history:graves:grandparent,Health History Old - Assessment:Health-History:Graves:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,This code specifically captures 'History of diseases Family member' which perfectly matches the concept of Graves disease history in grandparents. The USSG-FHT context and Family member system make this the most semantically appropriate choice for disease-specific family history data.,5,"['54114-4', '54116-9', '54126-8', '54117-7', '75283-2']"
arivale,questionnaires,assessment:health-history:gynecological_endometriosis:grandparent,Health History Old - Assessment:Health-History:Gynecological Endometriosis:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.9,exact_description,"This field captures a grandparent's history of endometriosis, which is family member disease history. 54116-9 'History of diseases Family member [USSG-FHT]' is specifically designed for recording disease history in family members using the standardized family health tool framework.",5,"['75283-2', '11322-5', '49033-4', '54117-7', '54116-9']"
arivale,questionnaires,assessment:health-history:gynecological_fibroids:grandparent,Health History Old - Assessment:Health-History:Gynecological Fibroids:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This LOINC code is specifically designed for capturing history of diseases in family members using the USSG Family Health Tool framework, which perfectly matches the semantic meaning of collecting gynecological fibroids history in a grandparent.",5,"['70690-3', '54116-9', '11322-5', '54114-4', '54140-9']"
arivale,questionnaires,assessment:health-history:hepatitis_b:grandparent,Health History Old - Assessment:Health-History:Hepatitis B:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures hepatitis B history specifically for grandparents, which is family health history. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate as it's designed for capturing disease history of family members. The USSG-FHT (US Surgeon General Family Health Tool) framework is specifically created for family health history collection, making this the best semantic match for grandparent disease history.",5,"['54116-9', '54114-4', '54117-7', '8670-2', '10157-6']"
arivale,questionnaires,assessment:health-history:hepatitis_c:grandparent,Health History Old - Assessment:Health-History:Hepatitis C:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,This code specifically captures 'History of diseases Family member' which directly matches the field's purpose of documenting hepatitis C (a disease) history in a grandparent (family member). The USSG-FHT (US Surgeon General Family Health Tool) context adds clinical validity for family history documentation.,5,"['54114-4', '54116-9', '54117-7', '10157-6', '8670-2']"
arivale,questionnaires,assessment:health-history:kidney_disease:grandparent,Health History Old - Assessment:Health-History:Kidney Disease:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures kidney disease history specifically for grandparents (family members). LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it specifically addresses disease history in family members, which aligns perfectly with the grandparent context. While 32442-6 covers kidney disorders, it's for the patient rather than family history.",5,"['32442-6', '11348-0', '75283-2', '10157-6', '54114-4']"
arivale,questionnaires,assessment:health-history:migraine:grandparent,Health History Old - Assessment:Health-History:Migraine:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"Perfect semantic match for family member disease history. The code specifically captures disease history in family members, migraine qualifies as a disease, and the system '^Family member' aligns with grandparent context. From standardized USSG-FHT framework.",5,"['54117-7', '54116-9', '54114-4', '103677-1', '70302-5']"
arivale,questionnaires,assessment:health-history:thyroid_nodule:grandparent,Health History Old - Assessment:Health-History:Thyroid Nodule:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.8,exact_description,"This LOINC code specifically captures history of diseases in family members, which directly matches the field asking about thyroid nodules in grandparents. The USSG-FHT framework is designed for family health history collection.",5,"['85021-4', '54114-4', '54116-9', '57705-6', '75283-2']"
arivale,questionnaires,assessment:health-history:thyroid_overactive:grandparent,Health History Old - Assessment:Health-History:Thyroid Overactive:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This LOINC code specifically captures 'History of diseases Family member' from the USSG Family Health Tool, which directly matches the need to record a grandparent's thyroid overactivity disease history. The system '^Family member' confirms it's for family member data collection.",5,"['85123-8', '85111-3', '85112-1', '57705-6', '54114-4']"
arivale,questionnaires,assessment:health-history:thyroid_underactive:grandparent,Health History Old - Assessment:Health-History:Thyroid Underactive:Grandparent,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This LOINC code is specifically for capturing history of diseases in family members, which directly matches the need to record thyroid underactivity in a grandparent. The USSG-FHT (US Surgeon General Family Health Tool) context makes it appropriate for structured family health history collection.",5,"['85123-8', '54114-4', '54116-9', '57705-6', '54126-8']"
arivale,questionnaires,assessment:health-history:celiac:family,Health History Old - Assessment:Health-History:Celiac:Family,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This LOINC code captures family history of diseases, which appropriately encompasses celiac disease family history. The USSG-FHT framework is designed for systematic family health history collection, making this the most suitable match for this field.",5,"['75283-2', '54117-7', '54114-4', '54116-9', '10157-6']"
arivale,questionnaires,assessment:health-history:fibromyalgia:family,Health History Old - Assessment:Health-History:Fibromyalgia:Family,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures family history of fibromyalgia (a specific disease). LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate as it specifically addresses disease history in family members, which directly matches the semantic intent of collecting fibromyalgia history in the family.",5,"['71007-9', '54114-4', '54116-9', '56842-8', '76441-5']"
arivale,questionnaires,assessment:health-history:gastroesophageal:family,Health History Old - Assessment:Health-History:Gastroesophageal:Family,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"The field 'assessment:health-history:gastroesophageal:family' is asking about family history of gastroesophageal conditions. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it specifically captures family member disease history, which aligns with the gastroesophageal family history being assessed. The system '^Family member' confirms this is for family history data collection.",6,"['46251-5', '30525-0', '54114-4', '105509-4', '21612-7']"
arivale,questionnaires,assessment:health-history:gynecological_fibroids:family,Health History Old - Assessment:Health-History:Gynecological Fibroids:Family,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it specifically captures family history of diseases, which aligns with collecting family history of gynecological fibroids. The USSG-FHT (US Surgeon General Family Health Tool) context makes it particularly suitable for structured family history data collection.",5,"['54116-9', '54114-4', '8670-2', '10157-6', '54117-7']"
arivale,questionnaires,assessment:health-history:migraine:family,Health History Old - Assessment:Health-History:Migraine:Family,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field asks about family history of migraine, which is a specific neurological condition. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it captures family history of diseases in general and would encompass migraine history. While the other family history codes (54114-4, 54117-7) are also relevant, 54116-9 is more specific to disease history rather than general health history or panels. The headache-specific codes (70302-5, 92069-4, etc.) focus on current symptoms rather than family history.",5,"['54114-4', '54117-7', '54116-9', '70302-5', '10157-6']"
arivale,questionnaires,assessment:health-history:prostate_nodules:family,Health History Old - Assessment:Health-History:Prostate Nodules:Family,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.6,exact_description,"Best available match for family history of diseases, though lacks specificity for prostate nodules. Other family history codes are either too general or the prostate-specific codes refer to patient findings rather than family history.",5,"['54114-4', '54116-9', '39155-7', '21850-3', '104740-6']"
arivale,questionnaires,assessment:health-history:thyroid_underactive:family,Health History Old - Assessment:Health-History:Thyroid Underactive:Family,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.8,exact_description,"Best match for family history of thyroid underactive condition. USSG-FHT code designed for structured family disease history collection, directly aligned with questionnaire asking about underactive thyroid in family members.",5,"['54114-4', '54116-9', '54126-8', '10157-6', '54140-9']"
arivale,questionnaires,assessment:health-history:hh:-metabolic-syndrome:mother,Health History Old - Assessment:Health-History:Hh:-Metabolic-Syndrome:Mother,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures mother's history of metabolic syndrome, which is family history of disease. LOINC 54116-9 'History of diseases Family member' is the most appropriate as it specifically addresses family member disease history and has the correct system designation.",5,"['11348-0', '97062-4', '88655-6', '54126-8', '54140-9']"
arivale,questionnaires,assessment:health-history:hh:-aneurysm:mother,Health History Old - Assessment:Health-History:Hh:-Aneurysm:Mother,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"The field specifically asks about aneurysm history in the mother, which is family member health history for diseases. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' with system '^Family member' is the most semantically appropriate match, as it captures both the family relationship (mother) and the disease history (aneurysm) aspects of this field.",5,"['11348-0', '54126-8', '54140-9', '85867-0', '11349-8']"
arivale,questionnaires,assessment:health-history:hh:-heart-arrhythmias:mother,Health History Old - Assessment:Health-History:Hh:-Heart-Arrhythmias:Mother,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures mother's history of heart arrhythmias, which is family member disease history. 54116-9 'History of diseases Family member [USSG-FHT]' is the most specific match for collecting disease history about a family member, with the appropriate system context.",5,"['11348-0', '54140-9', '11349-8', '54116-9', '54126-8']"
arivale,questionnaires,assessment:health-history:congenital-heart-disease:mother,Health History Old - Assessment:Health-History:Congenital-Heart-Disease:Mother,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures history of congenital heart disease in the mother, which is family history of disease. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' specifically addresses disease history in family members, making it the most appropriate match.",5,"['85867-0', '54126-8', '54140-9', '107161-2', '11348-0']"
arivale,questionnaires,assessment:health-history:hh:-heart-murmur:mother,Health History Old - Assessment:Health-History:Hh:-Heart-Murmur:Mother,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This code specifically captures family member disease history, which perfectly matches asking about mother's heart murmur. The USSG-FHT framework is designed for family health history collection, and heart murmur qualifies as a disease condition.",5,"['11348-0', '85867-0', '11322-5', '54126-8', '54140-9']"
arivale,questionnaires,assessment:health-history:lupis:father,Health History Old - Assessment:Health-History:Lupis:Father,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures lupus history in the father, which is best represented by 'History of diseases Family member [USSG-FHT]' as it specifically documents disease conditions in family members using a standardized family health tool framework.",5,"['100000-9', '80901-2', '63492-3', '11322-5', '54114-4']"
arivale,questionnaires,assessment:health-history:hh:-metabolic-syndrome:father,Health History Old - Assessment:Health-History:Hh:-Metabolic-Syndrome:Father,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,Best match for father's metabolic syndrome history. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' specifically captures family member disease history with appropriate system (^Family member) and is general enough to encompass metabolic syndrome while being more specific than generic family history codes.,5,"['88655-6', '97062-4', '54116-9', '97063-2', '54114-4']"
arivale,questionnaires,assessment:health-history:hh:-aneurysm:father,Health History Old - Assessment:Health-History:Hh:-Aneurysm:Father,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This LOINC code specifically captures 'History of diseases Family member' from the USSG Family Health Tool, which perfectly matches a questionnaire field asking about a father's history of aneurysm. The USSG-FHT framework is designed for structured family health history collection in questionnaires.",5,"['54140-9', '54116-9', '11348-0', '54114-4', '11322-5']"
arivale,questionnaires,assessment:health-history:hh:-heart-arrhythmias:father,Health History Old - Assessment:Health-History:Hh:-Heart-Arrhythmias:Father,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,This field captures father's history of heart arrhythmias. 54116-9 'History of diseases Family member [USSG-FHT]' is the best match as it's specifically designed for family member disease history and can encompass cardiovascular conditions like arrhythmias. The USSG-FHT standard is appropriate for structured family history data collection.,5,"['54116-9', '54140-9', '11348-0', '11322-5', '54114-4']"
arivale,questionnaires,assessment:health-history:congenital-heart-disease:father,Health History Old - Assessment:Health-History:Congenital-Heart-Disease:Father,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.75,exact_description,"Best match for capturing father's disease history. While not specific to congenital heart disease, this USSG-FHT family history code appropriately captures disease history for family members and is the most semantically aligned with the field's purpose.",5,"['107161-2', '54116-9', '77412-5', '68622-0', '54114-4']"
arivale,questionnaires,assessment:health-history:hh:-heart-murmur:father,Health History Old - Assessment:Health-History:Hh:-Heart-Murmur:Father,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This code specifically captures family member disease history, which matches the field's purpose of recording father's heart murmur history. The USSG-FHT framework is designed for family health history collection, making this more appropriate than patient-focused cardiovascular history codes.",5,"['11322-5', '10168-3', '68622-0', '11348-0', '54116-9']"
arivale,questionnaires,assessment:health-history:peripheral-vascular-disease:father,Health History Old - Assessment:Health-History:Peripheral-Vascular-Disease:Father,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures father's history of peripheral vascular disease. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' is the best match as it specifically addresses family member disease history, which aligns with collecting health history about the father. While 54782-8 addresses peripheral vascular disease, it's for patient assessment rather than family history collection.",5,"['54782-8', '54114-4', '54116-9', '45645-9', '78941-2']"
arivale,questionnaires,assessment:health-history:lymes:father,Health History Old - Assessment:Health-History:Lymes:Father,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This LOINC code 'History of diseases Family member [USSG-FHT]' is the most appropriate match as it specifically captures structured family member disease history data, which aligns with collecting Lyme disease history for the father. The USSG-FHT (US Surgeon General Family Health Tool) context indicates it's designed for structured family health history collection.",5,"['54116-9', '54140-9', '54117-7', '10157-6', '8670-2']"
arivale,questionnaires,assessment:health-history:hh:-heart-murmur:siblings,Health History Old - Assessment:Health-History:Hh:-Heart-Murmur:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This code specifically captures family member disease history as part of the USSG Family Health Tree, which is the appropriate framework for collecting heart murmur history in siblings. The family member system and disease history focus align well with the field's intent.",5,"['54114-4', '11322-5', '54116-9', '10168-3', '11348-0']"
arivale,questionnaires,assessment:health-history:peripheral-vascular-disease:siblings,Health History Old - Assessment:Health-History:Peripheral-Vascular-Disease:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field captures peripheral vascular disease history in siblings (family members). 54116-9 'History of diseases Family member [USSG-FHT]' is the most appropriate as it specifically addresses disease history in family members, matching both the family relationship (siblings) and disease focus of this assessment field.",5,"['54782-8', '54114-4', '54117-7', '78941-2', '54116-9']"
arivale,questionnaires,assessment:health-history:lymes:siblings,Health History Old - Assessment:Health-History:Lymes:Siblings,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,This field asks about Lyme disease history in siblings. 54116-9 specifically captures family member disease history with the highest similarity score and correct system scope (Family member vs Patient).,5,"['54116-9', '54117-7', '54114-4', '10157-6', '8670-2']"
arivale,questionnaires,assessment:health-history:hh:-metabolic-syndrome:maternal,Health History Old - Assessment:Health-History:Hh:-Metabolic-Syndrome:Maternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field asks about maternal (family member) history of metabolic syndrome. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' specifically captures disease history in family members, which matches the maternal health history context perfectly.",5,"['11348-0', '54140-9', '97062-4', '88655-6', '54126-8']"
arivale,questionnaires,assessment:health-history:hh:-aneurysm:maternal,Health History Old - Assessment:Health-History:Hh:-Aneurysm:Maternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"This field asks about maternal aneurysm history, which is family member disease history. 54116-9 'History of diseases Family member [USSG-FHT]' specifically addresses diseases in family members, making it the most appropriate match for documenting aneurysm history in the mother.",5,"['11348-0', '54140-9', '54126-8', '11349-8', '85867-0']"
arivale,questionnaires,assessment:health-history:hh:-heart-arrhythmias:maternal,Health History Old - Assessment:Health-History:Hh:-Heart-Arrhythmias:Maternal,health_history_old,,54116-9,History of diseases Family member [USSG-FHT],0.85,exact_description,"The field captures maternal heart arrhythmias in health history, which is family history information. LOINC 54116-9 'History of diseases Family member [USSG-FHT]' with system '^Family member' is the most appropriate match as it specifically covers family member disease history, which maternal conditions represent.",5,"['11348-0', '54140-9', '11349-8', '54116-9', '85867-0']"
